gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,No,65,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),105.05,6744.25,0
Male,0,No,No,15,Yes,No,Month-to-month,No,Mailed check,19.75,311.6,0
Male,0,Yes,Yes,72,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),110.3,7966.9,0
Female,0,Yes,Yes,72,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),115.6,8220.4,0
Female,0,Yes,Yes,23,Yes,No,Two year,Yes,Credit card (automatic),25.6,514.75,0
Female,0,Yes,Yes,56,Yes,DSL,One year,Yes,Bank transfer (automatic),68.75,3808,0
Female,0,No,No,1,Yes,No,Month-to-month,No,Bank transfer (automatic),19.9,19.9,0
Male,0,Yes,Yes,7,Yes,DSL,Month-to-month,No,Credit card (automatic),69.7,516.15,0
Male,0,Yes,Yes,59,Yes,Fiber optic,Two year,Yes,Credit card (automatic),99.5,5861.75,0
Male,0,Yes,Yes,15,Yes,Fiber optic,One year,No,Electronic check,101.9,1667.25,0
Female,0,No,No,11,No,DSL,One year,Yes,Credit card (automatic),40.4,422.6,0
Female,0,Yes,Yes,60,Yes,No,Two year,Yes,Credit card (automatic),19.25,1103.25,0
Female,0,No,No,11,Yes,DSL,One year,No,Credit card (automatic),64.9,697.25,0
Male,0,Yes,No,56,Yes,Fiber optic,One year,No,Credit card (automatic),100.3,5614.45,1
Female,1,Yes,No,28,Yes,Fiber optic,Month-to-month,Yes,Electronic check,110.85,3204.4,0
Male,0,Yes,Yes,31,Yes,Fiber optic,One year,No,Bank transfer (automatic),98.05,3082.1,0
Male,1,Yes,No,35,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.55,3365.4,0
Female,0,Yes,Yes,12,Yes,No,Month-to-month,No,Mailed check,19,233.55,1
Female,0,No,No,1,Yes,Fiber optic,Month-to-month,No,Mailed check,75.3,75.3,1
Female,0,Yes,Yes,1,Yes,No,Month-to-month,Yes,Mailed check,19,19,0
Male,0,No,No,52,Yes,DSL,Two year,Yes,Credit card (automatic),63.25,3342.45,0
Male,0,Yes,No,72,Yes,Fiber optic,Two year,Yes,Electronic check,99.15,7422.1,0
Male,0,Yes,Yes,63,Yes,DSL,Two year,No,Credit card (automatic),83.5,5435,0
Male,0,No,No,1,Yes,DSL,Month-to-month,No,Mailed check,45.6,45.6,0
Male,0,No,No,4,Yes,DSL,Month-to-month,No,Mailed check,65.55,237.2,0
Male,0,Yes,No,51,Yes,Fiber optic,One year,Yes,Credit card (automatic),90.35,4614.55,0
Male,0,Yes,No,65,Yes,No,Two year,Yes,Credit card (automatic),20.4,1414.45,0
Male,0,No,No,16,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),74.55,1170.5,0
Male,0,No,No,2,Yes,No,One year,No,Mailed check,19.95,47.7,0
Male,0,No,No,46,Yes,Fiber optic,Two year,No,Electronic check,108.65,4903.2,0
Male,0,Yes,No,72,Yes,DSL,Two year,No,Credit card (automatic),86.65,6094.25,0
Male,0,No,Yes,66,Yes,No,Two year,No,Mailed check,20.55,1357.1,0
Female,1,No,No,44,Yes,Fiber optic,One year,Yes,Credit card (automatic),109.8,4860.35,0
Male,0,No,No,50,Yes,DSL,Two year,No,Bank transfer (automatic),69.5,3418.2,0
Female,1,No,No,66,Yes,Fiber optic,One year,Yes,Credit card (automatic),102.85,6976.75,0
Male,1,Yes,Yes,10,No,DSL,Month-to-month,Yes,Bank transfer (automatic),34.55,362.6,0
Female,0,No,No,62,Yes,Fiber optic,One year,Yes,Electronic check,92.05,5755.8,0
Male,0,Yes,Yes,40,Yes,Fiber optic,One year,Yes,Electronic check,85.05,3355.65,0
Female,0,Yes,No,25,Yes,Fiber optic,Month-to-month,Yes,Electronic check,95.15,2395.7,0
Male,0,Yes,No,23,Yes,Fiber optic,Month-to-month,No,Electronic check,84.25,1968.1,0
Female,1,Yes,No,66,Yes,Fiber optic,One year,No,Credit card (automatic),104.6,6819.45,0
Female,1,No,No,72,Yes,Fiber optic,Two year,No,Electronic check,111.65,7943.45,0
Male,1,Yes,Yes,43,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),110.75,4687.9,1
Female,0,Yes,No,46,Yes,DSL,Month-to-month,No,Bank transfer (automatic),55,2473.95,0
Female,0,No,No,40,No,DSL,One year,Yes,Bank transfer (automatic),54.55,2236.2,0
Female,0,Yes,No,68,Yes,DSL,Two year,No,Credit card (automatic),70.9,4911.35,0
Male,0,Yes,No,10,Yes,Fiber optic,Month-to-month,Yes,Electronic check,85.25,855.3,1
Female,0,Yes,Yes,43,Yes,DSL,Month-to-month,No,Electronic check,56.15,2499.3,1
Female,1,No,No,49,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),89.85,4287.2,0
Female,0,Yes,Yes,15,Yes,No,Month-to-month,Yes,Electronic check,25.25,394.85,0
Male,1,Yes,No,20,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.55,1899.65,1
Male,0,No,No,1,Yes,DSL,Month-to-month,Yes,Mailed check,45.7,45.7,1
Male,0,Yes,Yes,50,Yes,DSL,One year,Yes,Electronic check,69.65,3442.15,0
Male,1,No,No,24,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),70,1732.6,0
Male,0,Yes,Yes,68,Yes,DSL,Two year,Yes,Credit card (automatic),88.85,6132.7,0
Female,0,No,No,4,No,DSL,Month-to-month,Yes,Mailed check,24.25,96.05,1
Female,0,No,No,10,Yes,DSL,Month-to-month,No,Mailed check,45.25,428.7,0
Male,0,No,No,1,Yes,No,Month-to-month,No,Mailed check,20.05,20.05,0
Female,0,No,No,2,Yes,Fiber optic,Month-to-month,No,Electronic check,69.65,145.15,1
Female,0,No,No,4,Yes,DSL,Month-to-month,No,Mailed check,45.65,191.05,1
Female,0,Yes,No,70,No,DSL,Two year,No,Bank transfer (automatic),57.8,4039.3,0
Male,0,Yes,Yes,53,Yes,No,Two year,No,Credit card (automatic),25.55,1336.1,0
Female,0,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Mailed check,75.05,75.05,1
Male,0,Yes,Yes,1,Yes,Fiber optic,Month-to-month,No,Electronic check,80,80,1
Female,0,Yes,Yes,61,Yes,DSL,Two year,Yes,Bank transfer (automatic),73.8,4616.05,0
Male,0,No,No,3,Yes,DSL,Month-to-month,Yes,Credit card (automatic),64.4,195.65,0
Female,1,No,No,40,Yes,Fiber optic,One year,Yes,Credit card (automatic),103.75,4188.4,0
Female,0,No,No,1,Yes,Fiber optic,Month-to-month,No,Mailed check,71.1,71.1,0
Female,0,No,No,1,Yes,DSL,Month-to-month,Yes,Electronic check,49.9,49.9,0
Male,0,No,No,51,Yes,No,One year,Yes,Bank transfer (automatic),24.6,1266.4,0
Male,0,Yes,Yes,31,Yes,DSL,One year,Yes,Bank transfer (automatic),75.25,2344.5,0
Male,0,No,Yes,47,Yes,No,One year,No,Credit card (automatic),20.55,1013.05,0
Female,0,Yes,No,1,Yes,No,Month-to-month,Yes,Mailed check,20.65,20.65,0
Male,0,Yes,Yes,72,Yes,DSL,Two year,Yes,Credit card (automatic),66.5,4811.6,0
Male,0,Yes,Yes,66,Yes,DSL,Two year,Yes,Bank transfer (automatic),63.3,4189.7,0
Male,0,No,No,35,Yes,Fiber optic,Month-to-month,No,Electronic check,83.15,2848.45,0
Female,0,No,No,2,Yes,No,Month-to-month,Yes,Mailed check,20.55,33.6,0
Female,0,No,No,25,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),79.85,2015.35,1
Female,0,No,No,65,Yes,DSL,Two year,Yes,Mailed check,59.6,3739.8,0
Male,1,No,No,27,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),104.65,2964,0
Male,0,Yes,No,29,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),75.3,2263.4,0
Female,0,No,No,58,Yes,No,Two year,Yes,Credit card (automatic),24.7,1519,0
Male,0,Yes,No,72,Yes,No,Two year,No,Mailed check,25.4,1710.9,0
Male,0,No,No,46,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),89.15,4245.55,0
Female,0,No,No,26,No,DSL,Month-to-month,Yes,Credit card (automatic),50.35,1277.5,0
Male,0,Yes,Yes,2,Yes,No,One year,No,Mailed check,20.2,34.75,0
Male,0,No,No,3,Yes,DSL,Month-to-month,Yes,Electronic check,45.35,141.5,1
Male,1,Yes,No,33,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.5,3105.55,1
Female,0,Yes,Yes,5,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.85,356.1,0
Male,0,No,No,5,Yes,No,Month-to-month,No,Mailed check,20.35,92.75,0
Male,0,Yes,Yes,25,Yes,Fiber optic,Month-to-month,Yes,Electronic check,75.5,1901.05,0
Female,0,No,No,30,Yes,Fiber optic,One year,No,Credit card (automatic),110.45,3327.05,0
Male,1,No,No,42,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),79.35,3344.1,0
Female,1,Yes,No,72,Yes,DSL,Two year,Yes,Bank transfer (automatic),89.85,6697.35,0
Female,0,No,No,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.45,137.1,0
Female,0,Yes,Yes,61,Yes,No,Two year,Yes,Mailed check,24.1,1551.6,0
Female,0,No,No,5,Yes,DSL,Month-to-month,Yes,Credit card (automatic),44.05,202.15,0
Female,1,No,No,3,Yes,Fiber optic,Month-to-month,No,Mailed check,75.05,202.9,0
Male,0,Yes,No,48,Yes,No,Two year,No,Mailed check,19.25,855.1,0
Female,0,No,No,27,Yes,DSL,Month-to-month,Yes,Mailed check,56.7,1652.95,0
Male,0,Yes,Yes,7,Yes,DSL,Month-to-month,Yes,Credit card (automatic),71.35,515.75,0
Female,0,No,Yes,15,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),85.9,1269.55,1
Female,0,Yes,Yes,72,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),90.35,6563.4,0
Female,0,No,No,11,No,DSL,Month-to-month,Yes,Mailed check,35.8,363.15,0
Female,0,Yes,No,5,Yes,Fiber optic,Month-to-month,Yes,Mailed check,88.9,454.15,1
Male,0,Yes,No,33,Yes,Fiber optic,One year,Yes,Electronic check,95.8,3036.75,1
Male,0,No,No,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,82,184.65,1
Male,0,No,No,2,Yes,DSL,Month-to-month,No,Electronic check,45.35,89.5,1
Male,0,Yes,Yes,72,Yes,DSL,Two year,No,Bank transfer (automatic),55.3,3983.6,0
Female,0,Yes,Yes,24,Yes,DSL,One year,No,Electronic check,78.4,1832.4,0
Female,0,Yes,Yes,60,No,DSL,Two year,No,Credit card (automatic),59.85,3590.2,0
Female,0,Yes,Yes,8,Yes,No,Two year,Yes,Mailed check,19.85,146.6,0
Female,0,No,Yes,34,Yes,DSL,Two year,No,Credit card (automatic),67.65,2339.3,0
Female,0,No,No,6,No,DSL,Month-to-month,No,Credit card (automatic),45,298.7,0
Male,0,Yes,No,2,Yes,DSL,Month-to-month,Yes,Mailed check,64.2,143.65,0
Male,0,No,No,31,Yes,Fiber optic,One year,No,Credit card (automatic),81.7,2548.65,0
Female,0,Yes,Yes,20,Yes,No,Month-to-month,Yes,Bank transfer (automatic),25.55,507.4,0
Female,1,Yes,No,70,Yes,Fiber optic,Two year,Yes,Credit card (automatic),75.65,5411.4,0
Female,0,No,No,10,Yes,Fiber optic,Month-to-month,Yes,Electronic check,98.5,1058.25,1
Female,0,Yes,No,46,Yes,DSL,Two year,Yes,Credit card (automatic),64.2,3009.5,0
Female,0,Yes,Yes,72,Yes,DSL,Two year,Yes,Bank transfer (automatic),76.8,5468.45,0
Male,0,No,No,18,Yes,DSL,Month-to-month,No,Credit card (automatic),55.2,1058.1,0
Male,0,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,69.55,69.55,1
Male,0,No,No,58,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),103.25,6017.65,1
Male,0,No,No,70,Yes,Fiber optic,Two year,Yes,Credit card (automatic),104,7250.15,1
Male,0,Yes,Yes,34,No,DSL,One year,No,Bank transfer (automatic),30.4,938.65,0
Male,1,No,No,5,Yes,No,Month-to-month,No,Bank transfer (automatic),20.05,94.15,0
Female,0,No,No,2,Yes,Fiber optic,Month-to-month,Yes,Mailed check,86.2,178.7,1
Female,0,Yes,No,61,Yes,Fiber optic,Month-to-month,Yes,Electronic check,106.35,6751.35,0
Male,0,No,No,5,Yes,DSL,Month-to-month,Yes,Credit card (automatic),63.95,318.1,0
Male,1,Yes,No,7,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),95.6,644.35,1
Female,0,Yes,Yes,14,Yes,No,Month-to-month,No,Mailed check,25.55,372.45,0
Female,0,Yes,Yes,70,Yes,DSL,One year,No,Credit card (automatic),74.1,5222.3,0
Male,0,Yes,Yes,62,Yes,DSL,One year,No,Credit card (automatic),71.4,4487.3,0
Male,0,No,No,36,Yes,DSL,Month-to-month,Yes,Credit card (automatic),79.2,2854.95,0
Female,0,Yes,Yes,12,Yes,No,One year,No,Bank transfer (automatic),19.8,229.6,1
Male,0,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.9,89.9,1
Female,0,Yes,Yes,15,Yes,No,One year,No,Mailed check,20.55,295.95,0
Female,0,No,No,65,Yes,DSL,Two year,Yes,Bank transfer (automatic),84.85,5459.2,0
Male,0,Yes,No,72,Yes,DSL,Two year,Yes,Credit card (automatic),92,6782.15,0
Female,0,Yes,Yes,72,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),115.8,8476.5,0
Male,0,No,Yes,52,Yes,DSL,Two year,Yes,Mailed check,85.15,4461.85,0
Male,0,No,No,2,Yes,No,Month-to-month,No,Mailed check,24.85,62,0
Female,0,No,Yes,62,Yes,Fiber optic,One year,Yes,Electronic check,100.15,6413.65,1
Male,0,No,No,72,Yes,DSL,Two year,No,Credit card (automatic),86.05,6309.65,0
Male,0,No,No,1,Yes,DSL,Month-to-month,No,Electronic check,50.8,50.8,1
Female,0,Yes,No,66,Yes,Fiber optic,One year,No,Electronic check,89,5898.6,0
Male,0,Yes,Yes,72,No,DSL,Two year,Yes,Credit card (automatic),64.8,4719.75,0
Male,0,Yes,Yes,64,Yes,Fiber optic,Two year,No,Bank transfer (automatic),93.4,5822.3,0
Male,1,Yes,No,20,Yes,Fiber optic,Month-to-month,Yes,Electronic check,73.65,1463.5,1
Male,0,Yes,No,62,No,DSL,Two year,Yes,Bank transfer (automatic),39,2337.45,0
Male,0,Yes,No,59,Yes,Fiber optic,One year,No,Electronic check,85.55,5084.65,1
Female,0,Yes,No,72,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),98.2,7015.9,0
Male,0,Yes,Yes,57,Yes,Fiber optic,One year,Yes,Credit card (automatic),97.55,5598,0
Female,0,No,No,60,No,DSL,Month-to-month,Yes,Electronic check,50.8,3027.4,1
Female,0,No,No,3,No,DSL,Month-to-month,Yes,Credit card (automatic),34.8,113.95,0
Female,0,No,No,15,Yes,Fiber optic,Month-to-month,No,Electronic check,105.1,1582.75,1
Female,0,No,Yes,51,No,DSL,One year,No,Bank transfer (automatic),60.15,3077,0
Male,0,No,No,33,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),54.65,1665.2,0
Male,0,No,No,10,Yes,Fiber optic,Month-to-month,Yes,Electronic check,110.1,1043.3,1
Female,0,Yes,No,67,Yes,Fiber optic,One year,Yes,Electronic check,111.25,7511.65,0
Female,0,Yes,Yes,49,No,DSL,One year,Yes,Credit card (automatic),35.8,1782,0
Female,1,No,No,7,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.35,609.65,0
Female,1,No,No,27,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),110.5,2857.6,0
Female,0,Yes,Yes,63,Yes,Fiber optic,Month-to-month,Yes,Electronic check,100.55,6215.35,1
Male,1,No,No,32,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),81.1,2619.25,0
Female,0,No,No,1,No,DSL,Month-to-month,No,Electronic check,24.6,24.6,1
Female,0,No,No,53,Yes,Fiber optic,Two year,No,Electronic check,105.55,5682.25,0
Female,0,No,No,12,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),98.9,1120.95,1
Male,0,Yes,No,50,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),94.4,4914.9,0
Male,0,No,No,17,Yes,Fiber optic,Month-to-month,No,Electronic check,93.85,1625.65,1
Female,0,Yes,No,56,Yes,Fiber optic,One year,Yes,Credit card (automatic),105.6,6068.65,0
Male,0,Yes,Yes,67,Yes,DSL,Two year,No,Credit card (automatic),81.35,5398.6,0
Male,1,No,No,9,Yes,Fiber optic,Month-to-month,Yes,Electronic check,100.5,918.6,1
Male,0,No,No,4,Yes,DSL,Month-to-month,Yes,Electronic check,56.4,234.85,0
Male,0,No,No,19,Yes,DSL,One year,Yes,Bank transfer (automatic),65.35,1231.85,0
Female,0,No,No,71,Yes,Fiber optic,Two year,Yes,Electronic check,111.25,7984.15,0
Male,1,No,No,10,Yes,Fiber optic,Month-to-month,Yes,Electronic check,72.85,688.65,1
Male,0,No,No,12,Yes,No,One year,No,Credit card (automatic),20.05,267,0
Male,0,Yes,Yes,72,Yes,No,Two year,Yes,Bank transfer (automatic),25.2,1798.9,0
Female,1,No,No,23,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),75.4,1643.55,0
Female,0,Yes,No,63,Yes,DSL,One year,Yes,Credit card (automatic),79.7,4786.15,0
Female,1,No,No,22,Yes,Fiber optic,Month-to-month,No,Electronic check,81.7,1820.9,0
Female,0,Yes,Yes,32,Yes,DSL,Month-to-month,No,Bank transfer (automatic),76.3,2404.15,0
Female,0,Yes,Yes,68,Yes,Fiber optic,Two year,Yes,Credit card (automatic),103.75,7039.45,0
Female,0,Yes,Yes,30,Yes,Fiber optic,One year,No,Electronic check,86.45,2538.05,0
Female,0,No,No,16,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),75.1,1212.85,0
Female,0,No,No,12,No,DSL,One year,Yes,Mailed check,33.6,435.45,0
Female,1,Yes,No,4,Yes,Fiber optic,Month-to-month,Yes,Electronic check,83.25,308.05,0
Female,0,No,No,6,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.05,434.5,1
Female,0,Yes,No,65,Yes,Fiber optic,One year,Yes,Credit card (automatic),108.05,7118.9,0
Female,0,No,No,15,Yes,No,Month-to-month,No,Mailed check,19.9,320.45,0
Female,0,No,Yes,13,No,DSL,Month-to-month,No,Electronic check,30.15,382.2,0
Male,0,No,No,24,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),79.85,2001,0
Female,0,No,No,3,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),74.4,215.8,1
Male,0,Yes,Yes,4,Yes,No,Month-to-month,Yes,Mailed check,20.5,77.6,0
Female,1,Yes,Yes,32,Yes,Fiber optic,Month-to-month,Yes,Mailed check,91.35,2896.55,0
Female,0,No,No,8,Yes,Fiber optic,Month-to-month,No,Electronic check,75.6,535.55,0
Male,0,No,No,22,Yes,DSL,Month-to-month,No,Mailed check,55.1,1253.15,0
Male,0,No,No,22,Yes,Fiber optic,Month-to-month,Yes,Electronic check,95.1,2162.6,0
Male,0,Yes,No,1,Yes,DSL,Month-to-month,No,Credit card (automatic),44.7,44.7,1
Female,0,Yes,Yes,71,Yes,No,Two year,No,Bank transfer (automatic),25.45,1813.35,0
Male,0,No,No,25,Yes,DSL,Month-to-month,No,Bank transfer (automatic),81.75,2028.8,0
Male,0,No,No,17,Yes,No,One year,Yes,Mailed check,20.5,365.8,0
Male,1,Yes,No,8,Yes,DSL,Month-to-month,No,Bank transfer (automatic),60.9,551.95,0
Male,1,No,No,8,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),100.3,832.35,1
Female,0,No,No,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,96,174.8,1
Male,0,Yes,No,49,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),93.85,4733.1,0
Male,1,Yes,No,44,No,DSL,Month-to-month,Yes,Electronic check,30.35,1359.7,1
Female,0,Yes,Yes,59,Yes,DSL,Two year,Yes,Credit card (automatic),75.95,4542.35,0
Male,0,No,No,71,Yes,Fiber optic,Two year,Yes,Electronic check,108.05,7532.15,1
Female,0,No,No,11,Yes,Fiber optic,Month-to-month,No,Electronic check,75.25,888.65,0
Male,1,Yes,No,62,Yes,Fiber optic,One year,Yes,Electronic check,103.75,6383.35,1
Female,0,Yes,Yes,35,Yes,DSL,One year,Yes,Bank transfer (automatic),54.95,1916,0
Female,0,No,No,20,Yes,No,Month-to-month,Yes,Bank transfer (automatic),19.5,413,0
Male,0,Yes,Yes,40,Yes,No,Two year,No,Mailed check,19.6,808.95,0
Female,0,Yes,Yes,72,Yes,No,Two year,No,Bank transfer (automatic),23.75,1679.25,0
Female,1,Yes,No,33,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),80.6,2656.5,1
Male,0,No,No,1,Yes,No,Month-to-month,No,Bank transfer (automatic),19.75,19.75,0
Male,0,Yes,Yes,34,Yes,No,One year,No,Credit card (automatic),19.6,678.8,0
Female,0,Yes,No,56,Yes,Fiber optic,Two year,No,Bank transfer (automatic),80.3,4513.65,0
Female,0,Yes,Yes,10,Yes,No,Two year,No,Credit card (automatic),26.1,225.55,0
Male,0,No,No,13,Yes,No,Two year,No,Credit card (automatic),20,268.45,0
Female,0,No,No,34,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),70,2416.1,1
Female,1,No,No,4,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.3,424.45,1
Male,0,No,No,21,Yes,No,Month-to-month,No,Mailed check,20,417.7,0
Female,0,No,No,18,Yes,Fiber optic,Month-to-month,Yes,Electronic check,90.1,1612.75,1
Female,0,No,No,2,Yes,Fiber optic,Month-to-month,No,Electronic check,68.95,119.75,1
Male,0,Yes,Yes,32,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),99.55,3204.65,1
Male,0,No,No,9,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),95.9,827.45,0
Female,0,No,No,1,Yes,DSL,Month-to-month,No,Electronic check,49.5,49.5,0
Male,0,Yes,No,71,Yes,DSL,Two year,Yes,Mailed check,80.1,5585.4,0
Female,0,No,No,64,Yes,No,One year,Yes,Bank transfer (automatic),24.4,1601.2,0
Male,0,Yes,No,28,Yes,DSL,One year,No,Mailed check,54.35,1426.45,0
Female,1,No,No,5,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.7,392.5,0
Male,0,No,No,37,Yes,Fiber optic,Month-to-month,Yes,Mailed check,70.35,2552.9,0
Female,1,Yes,No,60,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),110,6668.35,0
Female,0,No,No,47,Yes,Fiber optic,One year,No,Credit card (automatic),94.9,4615.25,0
Male,0,Yes,Yes,27,Yes,DSL,Month-to-month,No,Bank transfer (automatic),71.6,1957.1,0
Male,0,Yes,Yes,68,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),114.7,7849.85,0
Female,0,No,No,13,No,DSL,Month-to-month,No,Electronic check,49.15,649.4,0
Male,0,Yes,No,38,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.45,3013.05,1
Male,1,No,No,14,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),90.45,1266.1,1
Female,0,Yes,Yes,14,Yes,Fiber optic,Month-to-month,No,Electronic check,70.2,1046.5,0
Male,0,Yes,Yes,32,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),69.75,2347.9,1
Female,0,No,No,8,Yes,DSL,One year,No,Bank transfer (automatic),54.25,447.75,0
Male,1,No,No,12,No,DSL,Month-to-month,Yes,Electronic check,43.65,526.95,1
Female,0,Yes,Yes,16,No,DSL,Month-to-month,Yes,Credit card (automatic),35.5,552.7,0
Female,0,No,No,36,Yes,No,One year,No,Mailed check,19.55,620.75,0
Female,1,Yes,No,72,Yes,Fiber optic,Two year,Yes,Electronic check,112.4,8046.85,0
Female,0,Yes,No,34,Yes,DSL,Month-to-month,No,Bank transfer (automatic),50.2,1815.3,0
Male,0,No,No,10,Yes,DSL,Month-to-month,No,Bank transfer (automatic),62.25,612.95,0
Female,0,No,No,23,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),90.05,2169.8,1
Male,0,Yes,No,47,Yes,No,Two year,No,Mailed check,19.65,973.1,0
Male,1,No,No,20,Yes,DSL,One year,No,Mailed check,54,1055.9,0
Female,0,No,No,41,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),114.5,4527.45,1
Male,1,Yes,No,46,Yes,Fiber optic,Month-to-month,Yes,Electronic check,98.85,4564.9,0
Female,1,No,No,11,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),89.7,1047.7,1
Male,0,No,No,32,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),87.65,2766.4,0
Male,0,Yes,No,70,Yes,DSL,Two year,No,Credit card (automatic),64.95,4523.25,0
Male,0,Yes,Yes,41,Yes,DSL,One year,No,Bank transfer (automatic),68.5,2839.95,0
Male,0,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.55,80.55,0
Female,0,Yes,No,7,Yes,DSL,Month-to-month,No,Bank transfer (automatic),81.25,580.1,0
Male,0,Yes,Yes,5,Yes,DSL,Month-to-month,Yes,Mailed check,55.7,259.4,0
Male,0,No,Yes,15,Yes,No,Month-to-month,Yes,Electronic check,24.8,324.15,0
Male,0,No,No,42,Yes,No,One year,Yes,Mailed check,19.55,839.4,0
Female,0,No,No,63,Yes,Fiber optic,Two year,No,Bank transfer (automatic),97.45,6253,0
Female,0,Yes,No,69,Yes,No,Two year,No,Bank transfer (automatic),24.25,1641.8,0
Female,0,No,No,69,Yes,No,Two year,No,Credit card (automatic),24.6,1678.05,0
Female,0,No,No,4,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),94.4,387.2,1
Female,0,Yes,No,37,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),78.95,2839.65,1
Male,0,No,No,52,Yes,Fiber optic,Two year,Yes,Credit card (automatic),89.45,4577.75,0
Male,0,No,No,20,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),70.55,1493.55,0
Female,0,No,No,50,Yes,DSL,One year,Yes,Credit card (automatic),82.5,4179.1,0
Female,0,No,No,19,No,DSL,One year,Yes,Credit card (automatic),44.85,893.55,1
Male,0,No,No,12,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),49.05,593.05,0
Male,1,Yes,No,39,Yes,Fiber optic,Month-to-month,Yes,Electronic check,105.65,4284.8,1
Male,0,No,No,7,Yes,Fiber optic,Month-to-month,No,Mailed check,74.65,544.55,1
Female,0,Yes,Yes,23,Yes,DSL,One year,Yes,Mailed check,66.25,1533.8,0
